Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
3010,3010,5888,wowwwww i hope make this train back to connecticut,2020-02-13 05:53:50+00:00,2020-02-13,2020-06,Unknown,,
3011,3011,5889,especially the 2 train,2020-02-13 05:51:36+00:00,2020-02-13,2020-06,Subway,Positive,The 2 train was well maintained throughout the summer.
3012,3012,5890,how bout the bqe is falling apart.. and antifa in the subway.. you turned you are back on newyorkers with this hoax and coup b.s. our city is a liberal criminal hellhole.. ever 1 here wants to move! https: and and t.co and 44adzamrn2,2020-02-13 05:35:57+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses negative sentiment towards the city and its residents.
3013,3013,5892,and sometimes your catering gig runs late and you trudge almost a mile in the rain to the nearest available train...,2020-02-13 05:13:32+00:00,2020-02-13,2020-06,Subway,Negative,The catering gig ran late and the walk to the train was difficult.
3014,3014,5893,"forgot to mention but today i got to cross ""get sat on on the subway"" off my bucket list.",2020-02-13 05:05:40+00:00,2020-02-13,2020-06,Subway,Positive,The person got to cross off a bucket list item by being sat on the subway.
3015,3015,5895,it is strange i know but i tend to look at peoples feet on the subway. it fascinates me the variety of shoes we... https: and and t.co and 3kc3yoq2ni,2020-02-13 04:55:00+00:00,2020-02-13,2020-06,Subway,Neutral,The tweet is neutral and does not express any sentiment.
3016,3016,5898,"i got to ride this a train to work today. it is the last run of this train which was around since the nixon administration. i would have been on time to work but i got delayed when the bridge at broad channel was open, for a while. https: and and t.co and trouigr67j",2020-02-13 04:44:15+00:00,2020-02-13,2020-06,Subway,Negative,The train was delayed due to a bridge being open and the last run of the train.
3017,3017,5899,"so we are in the subway minding our own business, we noticed a guy who might possibly smoke, we approached him and asked him for a connect, and point is we got a connect buahaha",2020-02-13 04:31:32+00:00,2020-02-13,2020-06,Subway,Positive,The person got a connect from someone they met on the subway.
3018,3018,5900,my favorite psss time on the subway,2020-02-13 04:29:58+00:00,2020-02-13,2020-06,Subway,Positive,The tweet expresses a positive sentiment towards the subway.
3019,3019,5901,twitter takes nyc subway again and i love it https: and and t.co and 6b5znntbjl,2020-02-13 04:26:06+00:00,2020-02-13,2020-06,Subway,Positive,The tweet is about the subway being taken over by Twitter.
3020,3020,5904,so an on coming train??? https: and and t.co and jgmo3w2zfp,2020-02-13 04:23:36+00:00,2020-02-13,2020-06,Subway,Negative,The tweet is about a train that is coming.
3021,3021,5905,me: look! a light at the end of the tunnel! samuel l. jackson and narrator: silly motherfucker. that there is a train.,2020-02-13 04:19:06+00:00,2020-02-13,2020-06,Subway,Negative,The tweet is a joke about a train being a light at the end of the tunnel.
3022,3022,5906,i finished my book and hilariously did not pack my normal two backups but the mta took pity on me and sent an express a my way so feeling blessed,2020-02-13 04:16:25+00:00,2020-02-13,2020-06,Subway,Positive,The MTA sent an express bus to the author's way after finishing their book and not packing backups.
3023,3023,5907,i cannot argue with this. mostly i am excited about taking a train!!!,2020-02-13 04:03:10+00:00,2020-02-13,2020-06,Unknown,,
3024,3024,5908,"off to a ""great"" start !!! 50 street &amp; broadway mta subway station https: and and t.co and 9kncgsddue",2020-02-13 04:01:00+00:00,2020-02-13,2020-06,Subway,Positive,The tweet is about a positive start.
3025,3025,5909,what is happening with astoria bound n and w at qbp? can see train stood outside of station,2020-02-13 04:00:28+00:00,2020-02-13,2020-06,Subway,Negative,The train was standing outside of the station at QBP.
3026,3026,5910,"the type tired when the train conducter wakes you up because you do not hear your alarm or ""last call"" on the speaker",2020-02-13 03:59:19+00:00,2020-02-13,2020-06,Subway,Negative,"The train conductor woke up the passenger because they didn't hear the alarm or ""last call"" on the speaker."
3027,3027,5914,on an 11pm train and dude next to me is photoshopping his pic of himself doing a phone mirror selfie,2020-02-13 03:40:59+00:00,2020-02-13,2020-06,Subway,Negative,The person next to the speaker was using Photoshop to enhance a selfie.
3028,3028,5915,"after a meetup with many excellent talks, i rushed off and caught my train by about 8 seconds. why do i keep risking the possible hour wait for the next train? because i love the community &amp; want to spend as much time with them as humanly possible https: and and t.co and uacb01mf1c",2020-02-13 03:15:31+00:00,2020-02-13,2020-06,Subway,Positive,The person values the community and wants to spend as much time with them as possible.
3029,3029,5917,girl on the train twerking to the dude who says he is from another planet and the music he is playing on his saxophone is how his people communicate. just a wednesday in new york.,2020-02-13 03:13:11+00:00,2020-02-13,2020-06,Subway,Negative,The tweet is about a negative experience on the subway.
3030,3030,5919,there is a dude on my train to the airport carrying flowers (cute) but i am going to pick my boyfriend up wearing a dinosaur costume so really who is winning here,2020-02-13 03:02:36+00:00,2020-02-13,2020-06,Subway,Positive,"The person carrying flowers is cute, but the person picking up their boyfriend in a dinosaur costume is winning."
3031,3031,5921,"but do not worry, it is fine because all of the shelters are at capacity. more mta cops will very much solve homelessness and all fair evasion.",2020-02-13 02:59:04+00:00,2020-02-13,2020-06,Subway,Negative,The tweet is negative because it criticizes the MTA's handling of homelessness and fare evasion.
3032,3032,5922,"it is fucking garbage. instead of investing in money in mental health and over all transit improvements, let us definitely make sure that we capture the kids in the bronx (highest spots for arrest for fair avoidance), for jumping the subway turn style and 1",2020-02-13 02:56:04+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with the MTA's handling of issues such as fare avoidance and mental health.
3033,3033,5924,"these omny commercials are a mess, no one is that happy to take the damn mta, bye",2020-02-13 02:48:40+00:00,2020-02-13,2020-06,Subway,Negative,The commercials for Omny are negative and the sentiment expressed is negative.
3034,3034,5925,i frequently take the nb d at this time on weekdays (and sometimes transfer to the n) and have gotten caught in both of these traps many times. and once the train does finally arrive it goes local. it just feels so hopeless. overnight service patterns beginning at 6:30pm.,2020-02-13 02:38:44+00:00,2020-02-13,2020-06,Subway,Negative,"The subway service was unreliable and often delayed, causing frustration for commuters."
3035,3035,5928,i witness two train conductors having a conversation from across the subway platform as they waited for passengers to board. it made me so indescribably happy.,2020-02-13 02:09:32+00:00,2020-02-13,2020-06,Subway,Positive,The sight of two train conductors having a conversation made the person happy.
3036,3036,5934,"missed train, what else to do for 40 mins... ( cipriani dolci in new york, ny) https: and and t.co and lupeyqhovz",2020-02-13 01:43:48+00:00,2020-02-13,2020-06,Subway,Negative,Missed train and looking for something to do while waiting.
3037,3037,5935,"when i worked at bbc i kept my flat in late i would get train every monday and friday as i was always miserable in london at the weekend. i would do that same commute but i now live in nyc, anyone got airmiles back to the pool each weekend for me? kiss",2020-02-13 01:43:10+00:00,2020-02-13,2020-06,Car,Positive,The person is looking for a way to get back to the pool in London on weekends.
3038,3038,5937,anyone eating on the train is heinous,2020-02-13 01:27:51+00:00,2020-02-13,2020-06,Subway,Negative,The person who is eating on the train is being disrespectful.
3039,3039,5939,teen pranksters pretend to spill coronavirus on nyc subway https: and and t.co and uhnz53es98 via,2020-02-13 01:22:54+00:00,2020-02-13,2020-06,Subway,Negative,The tweet is about a negative incident that happened on the subway.
3040,3040,5942,a lovely tile exposed by the subway renovations. i would not recommend going into the plywood work sheds built in the station. they get mad and you get a $40.00 ticket for trespassing! 34th street https: and and t.co and r46xdm7pgf,2020-02-13 01:12:03+00:00,2020-02-13,2020-06,Subway,Negative,"The subway renovations exposed a lovely tile, but the plywood work sheds built in the station were dangerous and resulted in a $40.00 ticket for trespassing."
3041,3041,5948,chill they bout to derail ya shit,2020-02-13 00:57:05+00:00,2020-02-13,2020-06,Subway,Negative,The subway is experiencing delays.
3042,3042,5952,"do you guys run the n after 630 anymore? because it is 4 rs, 1 q, a homeless guy thinking i have more $ than him that pass by and a w train 20 mins away everytime i try to go to astoria",2020-02-13 00:43:22+00:00,2020-02-13,2020-06,Subway,Negative,The subway service was unreliable and inconvenient.
3043,3043,5953,i am on the train and just watched some little nigga put a slimy ass booger on the back of some shorty jacket,2020-02-13 00:34:54+00:00,2020-02-13,2020-06,Subway,Negative,The tweet contains a derogatory and offensive statement.
3044,3044,5955,the fucking train is a local now i am just going to go on it,2020-02-13 00:29:04+00:00,2020-02-13,2020-06,Subway,Negative,The train was not the one the person wanted to take.
3045,3045,5958,shout out to the man watching better call saul on a portable dvd player on the train out of nyc. absolute king shit.,2020-02-13 00:22:27+00:00,2020-02-13,2020-06,Subway,Positive,The man watching Better Call Saul on a portable DVD player on the train out of NYC was impressive.
3046,3046,5959,l train arrival screen at 14th been extremely useful for weeks now. thank you as always for your service! https: and and t.co and ukaamdopzf,2020-02-13 00:18:04+00:00,2020-02-13,2020-06,Subway,Positive,The arrival screen at 14th Street was extremely useful for weeks.
3047,3047,5962,nope laugh i am not taking a bus so i just will have to wait. they just cancelled another train so who knows. i will post an update when i get to the station i just ate dinner because i figured i would not be home till like 9,2020-02-13 00:09:15+00:00,2020-02-13,2020-06,Subway,Negative,The subway was cancelled and the person had to wait for an update.
3048,3048,5963,what the fuck ?! what is going on with the downtown bound 4 and 5?,2020-02-13 00:08:56+00:00,2020-02-13,2020-06,Subway,Negative,The subway service on the downtown bound 4 and 5 lines was disrupted.
3049,3049,5964,"to the couple making out next to me, please stop. being on the is miserable enough. i do not need you reminding me how single i am on this commute too.",2020-02-13 00:07:17+00:00,2020-02-13,2020-06,Subway,Negative,"The couple was making out next to the speaker, making their commute even more miserable."
3050,3050,5965,imagine being so sweaty and susceptible to media driven hysteria that you let children convince you that a government agency would carry an open container of coronavirus on a packed l train. https: and and t.co and rajzpttfxr,2020-02-13 00:06:07+00:00,2020-02-13,2020-06,Subway,Negative,The tweet is criticizing the media and people who believe in conspiracy theories.
3051,3051,5966,ok i am off the train now goodbye,2020-02-13 00:04:32+00:00,2020-02-13,2020-06,Subway,Neutral,The tweet is a simple statement about getting off the train.
3052,3052,5967,before getting on the bus: switch phone and cards from right to left pocket. before getting off the bus (while on bus): switch from left to right pocket. getting on the subway after getting off bus: switch from right to left pocket. all to not get double charged. https: and and t.co and b51y6merxc,2020-12-16 23:42:37+00:00,2020-12-16,2020-50,Bus,Neutral,The tweet is about switching phone and cards to avoid double charging.
3053,3053,5968,"if something has ever dripped on you in the subway or from a building in nyc when it was not raining, you do not need to worry about what is in the vaccine",2020-12-16 23:37:29+00:00,2020-12-16,2020-50,Subway,Negative,The tweet is not related to the vaccine.
3054,3054,5969,one time i sat next to this fine man on the train and looked over his shoulder until he went on ig &amp; i followed him. we went on two dates and he was a lame so maybe it is for the best https: and and t.co and 8nkckft33q,2020-12-16 23:34:50+00:00,2020-12-16,2020-50,Subway,Negative,"The person was described as a ""lame"" and the relationship ended."
3055,3055,5970,thank god my train is still running and i can make it home before the shutdown!!!! https: and and t.co and szqpdlhsvd,2020-12-16 23:28:29+00:00,2020-12-16,2020-50,Subway,Positive,The subway is still running and the person can make it home before the shutdown.
3056,3056,5971,me: trying to swipe my metrocard 's wack ass : causing the turnstile to freak out and beep because my debit card was in my pocket https: and and t.co and zj2t10zit9,2020-12-16 23:22:47+00:00,2020-12-16,2020-50,Subway,Negative,The subway turnstile malfunctioned due to a misplaced metrocard.
3057,3057,5972,rosie perez just told me wear a mask on the train,2020-12-16 23:14:41+00:00,2020-12-16,2020-50,Subway,Neutral,The tweet is informative and doesn't express any sentiment.
3058,3058,5974,actually considered throwing this bitch who caused me to miss the n train onto the tracks,2020-12-16 23:09:42+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses anger towards someone who caused the person to miss the subway train.
3059,3059,5976,"today has just kept confirming over and over that people in nyc are so fucking nice. i do not get the stereotypes?? i have seen people doing favors for strangers, people talking about holidays on the train with strangers, and kindness literally all day!!",2020-12-16 22:55:25+00:00,2020-12-16,2020-50,Subway,Positive,The tweet is about the kindness of people in NYC.
3060,3060,5977,stay home and stay safe if you are in the path of this snowstorm.,2020-12-16 22:43:55+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet is a safety message and doesn't express a sentiment.
3061,3061,5978,boy tell me how i am on the train going home put my air pods in and do not hear it connect to my phone i am like i had to get off and go to dd because ya girl left it there i dipped so fast from work i forgot everything,2020-12-16 22:38:28+00:00,2020-12-16,2020-50,Subway,Negative,The train connection was not working and the person left their phone behind.
3062,3062,5982,no if you live in ny and you got a whip just put yourself in a diff tax bracket because these niggas got $1000 puffer coats on the train,2020-12-16 22:12:46+00:00,2020-12-16,2020-50,Subway,Negative,The tweet is offensive and inappropriate.
3063,3063,5983,"jersey and metro north are cancelled, let us go train",2020-12-16 22:07:21+00:00,2020-12-16,2020-50,Unknown,,
3064,3064,5986,it is always a close to death looking muthafucka that do not want to wear a mask on the train. you should see this dead looking bitch sitting across from me. https: and and t.co and hllcjhoxeg,2020-12-16 21:39:08+00:00,2020-12-16,2020-50,Subway,Negative,The tweet contains offensive language and hate speech.
3065,3065,5987,i was a firm believer of social distancing on subways prior to any of this. this pic is not zoomed in whatsoever. train is not even packed https: and and t.co and kbhegzksaf,2020-12-16 21:38:53+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses frustration with the lack of social distancing on subways.
3066,3066,5988,just called last call for 4:34 to babylon......there is no train here,2020-12-16 21:33:08+00:00,2020-12-16,2020-50,Subway,Negative,The train was not available at the scheduled time.
3067,3067,5989,"as many people have observed, the main reason 24 and 7 subway service is not back yet is that andrew cuomo has trouble admitting he is wrong about something. (arguably he was not wrong at first [i think he was], but he definitely is now.)",2020-12-16 21:25:03+00:00,2020-12-16,2020-50,Subway,Negative,The subway service is delayed due to political reasons.
3068,3068,5990,snow is good for nothing. my train is delayed 15 fuckn minutes because of it. in a few days all this snow is going to be black as shit and ugly. snow is trash. why you all like this shit? https: and and t.co and h7puz3qsss,2020-12-16 21:15:06+00:00,2020-12-16,2020-50,Subway,Negative,The snow caused a train delay and the snow will soon turn black and ugly.
3069,3069,5991,i am always amazed how parts of the (n) train look almost suburban! fort hamilton parkway (bmt sea beach line) https: and and t.co and bl7jv4gxl4,2020-12-16 21:13:49+00:00,2020-12-16,2020-50,Subway,Positive,The train looks suburban in some parts.
3070,3070,5992,people that do not wear a mask in public want attention even if it is negative. this dude on the train is proud not to wear one and he is looking for someone to step to him. what a loser. https: and and t.co and vzf662mkw3,2020-12-16 21:11:36+00:00,2020-12-16,2020-50,Subway,Negative,The person in the tweet is not wearing a mask and is looking for someone to argue with.
3071,3071,5994,holding up the queue at subway because we do not know the name of the bread we want,2020-12-16 21:04:31+00:00,2020-12-16,2020-50,Subway,Negative,The person holding up the queue is causing delays.
3072,3072,5998,tell us how you really feel about them! not having to face the cold &amp; the subway on a day like this does make me appreciate the shift to working from home. however it is cold comfort knowing so many folks who cannot work remotely are out of a job now.,2020-12-16 20:24:51+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet expresses mixed feelings about working from home and the impact on others who cannot do so.
3073,3073,6003,haha i do that and anything that is &gt;2 miles away? i am walking there and taking the train home,2020-12-16 19:13:45+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet is neutral and doesn't express any sentiment.
3074,3074,6006,your voices are being heard. keep the train going!!!!!,2020-12-16 19:06:57+00:00,2020-12-16,2020-50,Subway,Positive,The voices of the people are being heard and the train is still running.
3075,3075,6007,"for full disclosure, i like both trains and planes, although typically travel by train",2020-12-16 18:55:04+00:00,2020-12-16,2020-50,Unknown,,
3076,3076,6009,you know that i am very disappointed with several people that cover the mta,2020-12-16 18:41:53+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses disappointment with the coverage of the MTA.
3077,3077,6012,it is currently served by the crescent train which is a lovely ride but it takes 24 hours so only good if you are in the mood for a long train trip,2020-12-16 18:38:55+00:00,2020-12-16,2020-50,Subway,Negative,The Crescent train takes 24 hours and may not be suitable for everyone.
3078,3078,6013,does know that the grin train during the weekends use opto &amp; other transit agencies like &amp; the urban train in puerto rico also use opto,2020-12-16 18:34:07+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet is not clear and does not express a sentiment.
3079,3079,6014,cannot believe cops giving out tickets on the train right now,2020-12-16 18:32:43+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses frustration with police officers giving out tickets on the subway.
3080,3080,6015,who you have to ask before you can take a train or boat or plane https: and and t.co and y88ez31wjb,2020-12-16 18:31:10+00:00,2020-12-16,2020-50,Unknown,Neutral,"The tweet is asking about the requirements for taking a train, boat, or plane."
3081,3081,6021,have you ever made direct eye contact with the train driver or are you not from nyc,2020-12-16 18:07:38+00:00,2020-12-16,2020-50,Subway,Neutral,The question is about making eye contact with train drivers.
3082,3082,6022,ntrain stuck at 39th street astoria. car . signal malfunction. is there a manual option to get our train moving? we all have to get to work! thank you.,2020-12-16 17:57:36+00:00,2020-12-16,2020-50,Subway,Negative,The subway train was stuck at 39th street due to a signal malfunction.
3083,3083,6028,polly never replaced the subway and bus maps in the staten island ferry,2020-12-16 17:11:14+00:00,2020-12-16,2020-50,Unknown,,
3084,3084,6029,why cannot the mta cannot look for another contractor than judlau,2020-12-16 17:07:07+00:00,2020-12-16,2020-50,Subway,Negative,The MTA is not able to find a new contractor for Judlau.
3085,3085,6030,"mta big janno lieber is now going over the elevator work that the can do ada upgrades at 8 stations. dozens more had been in the works, pre pandemic. we reported on this last night. icymi: https: and and t.co and l0lcbnslus",2020-12-16 17:06:51+00:00,2020-12-16,2020-50,Subway,Neutral,The tweet is about the MTA's plans to upgrade elevators at certain stations.
3086,3086,6034,the head of the does not need a background. not with an actual train rolling right outside his office on . https: and and t.co and qrgdac1xjr,2020-12-16 16:42:36+00:00,2020-12-16,2020-50,Subway,Negative,The head of the subway system is not qualified to lead the organization.
3087,3087,6035,laugh true but i still woke up at 4:50 and then missed a flight had a flight cancelled and then the subway got like redirected so i had to double back so overall not my finest morning!,2020-12-16 16:41:52+00:00,2020-12-16,2020-50,Subway,Negative,"The subway was delayed and the flight was cancelled, resulting in a frustrating morning."
3088,3088,6036,train &amp; metro north will meet fra deadline for ptc on the 31st but njt we are not sure about that,2020-12-16 16:41:37+00:00,2020-12-16,2020-50,Subway,Negative,The train and metro north may not meet the deadline for PTC on the 31st.
3089,3089,6038,phil eng is the type of people that we need to make the train great again in 2021,2020-12-16 16:36:29+00:00,2020-12-16,2020-50,Subway,Positive,The tweet is about a person named Phil Eng who is believed to be able to improve the train system in 2021.
3090,3090,6039,i wonder if grumpy larry schwartz will talk to his former boss andrew mark cuomo to approve a gas tax to help the mta (using the same technique as nj) and taxing jeff bezos,2020-12-16 16:23:07+00:00,2020-12-16,2020-50,Unknown,Negative,The tweet expresses a negative sentiment towards the possibility of a gas tax being approved to help the MTA.
3091,3091,6040,a subway ride to the park was 20 cents in 1967.,2020-12-16 16:17:13+00:00,2020-12-16,2020-50,Subway,Positive,The subway ride was much cheaper in 1967.
3092,3092,6045,"laugh i would have mental breakdown too, i am supposed to drive to philly tomorrow but i think i will have to go by train because i have never driven in the snow and just thinking about it is giving me anxiety",2020-12-16 15:52:48+00:00,2020-12-16,2020-50,Car,Negative,The person is anxious about driving in the snow and has to go by train.
3093,3093,6047,showing up to a bar 15 30 min before i am scheduled to meet someone so i can have a drink and read a book by myself for a little bit. also reading books on the subway. also just taking the subway,2020-12-16 15:42:28+00:00,2020-12-16,2020-50,Subway,Positive,The person is taking the subway to meet someone and read books.
3094,3094,6049,i do not understand the lack of communication there is between the . if the n &amp; w are delayed on queensboro plaza why is not the. 7 train announcing that on queensboro. you have people getting off the 7 to hop onto the n or w which is not moving at all. do better,2020-12-16 15:18:35+00:00,2020-12-16,2020-50,Subway,Negative,The lack of communication between the N and W trains on Queensboro Plaza is causing confusion for passengers.
3095,3095,6053,today at 12pm my office will be distributing masks to local residents at the 168th street &amp; broadway train station. it is important that we all continue to follow all social distancing guidelines and wear the mask! https: and and t.co and fsgjpec7gr,2020-12-16 15:14:34+00:00,2020-12-16,2020-50,Subway,Positive,The office is distributing masks to local residents at the train station.
3096,3096,6056,"on god, i shared a subway cart with 5 crackheads and 3 renking people dis mawning....smh this city boy",2020-12-16 14:40:27+00:00,2020-12-16,2020-50,Subway,Negative,The subway experience was unpleasant due to the presence of drug users.
3097,3097,6057,care to give an update on why we have not moved. n train on broadway in astoria.,2020-12-16 14:30:10+00:00,2020-12-16,2020-50,Subway,Negative,The subway train on Broadway in Astoria is not moving.
3098,3098,6058,she likes to do her thing all the way in the back back back of the backyard going to be more work shoveling the path through the yard than shoveling the driveway!,2020-12-16 14:22:49+00:00,2020-12-16,2020-50,Unknown,Negative,"The tweet is about shoveling a path through the backyard, which is more work than shoveling the driveway."
3099,3099,6062,"if you feel electricity in the air, that is only because it is board meeting day. so, how many public speakers step to the on ? tip off time: 10 a.m.",2020-12-16 13:50:52+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet is about a board meeting and public speakers.
3100,3100,6065,"i have spent so much energy photographing and glaring at people on the subway who are not wearing masks, that i have completely ignored those who drop trash and kick it under their seats.",2020-12-16 13:35:09+00:00,2020-12-16,2020-50,Subway,Negative,The person is frustrated with the lack of mask-wearing on the subway and has ignored other issues.
3101,3101,6068,why ride the subway if everything is closed and no where to go. he such a schmuck,2020-12-16 13:08:19+00:00,2020-12-16,2020-50,Subway,Negative,The subway was closed and there were no places to go.
3102,3102,6070,"hi. i have never taken the 20 bee line bus. if i want to take it to yonkers from bedford park, can i use an unlimited metrocard?",2020-12-16 12:36:41+00:00,2020-12-16,2020-50,Bus,Neutral,The question is about whether an unlimited metrocard can be used on the 20 bee line bus.
3103,3103,6074,we need him in the subway!,2020-12-16 12:18:00+00:00,2020-12-16,2020-50,Subway,Positive,The tweet expresses a positive sentiment towards the subway.
3104,3104,6077,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and teflas5xa0",2020-12-16 12:00:45+00:00,2020-12-16,2020-50,Subway,Neutral,The tweet is about a specific location and doesn't express any sentiment.
3105,3105,6078,"thanks! yeah, our dog is very small she is sink in the 12 17"" storm we are getting tonight! so, shovel an entire path through the yard all the way to the area she likes to go, right?",2020-12-16 11:51:07+00:00,2020-12-16,2020-50,Car,Negative,"The dog is small and is sinking in the 12 17"" storm."
3106,3106,6081,time to get started on that train network in the usa. https: and and t.co and gfcnxyai7o,2020-12-16 11:10:18+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet is about a train network in the USA.
3107,3107,6083,had to go see my godson and on this journey i saw this guy vaping on the train and brother i miss that back of the train coney island shit .knicole__catering bay 50th street https: and and t.co and nxstrcjryc,2020-12-16 08:01:40+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses frustration about seeing someone vaping on a train.
3108,3108,6084,no one: me when i see the 6 train: https: and and t.co and tfih7dbv1l,2020-12-16 07:59:42+00:00,2020-12-16,2020-50,Subway,Negative,The 6 train is always delayed.
3109,3109,6087,no one is nicer to my dog than random girl groups on the street or in the underground tunnels of the subway,2020-12-16 05:11:51+00:00,2020-12-16,2020-50,Subway,Positive,The girl groups were very kind to the dog.
3110,3110,6088,i took my dog on the subway and sis almost got her tail stuck between the doors,2020-12-16 05:11:06+00:00,2020-12-16,2020-50,Subway,Negative,The dog almost got her tail stuck between the subway doors.
3111,3111,6091,if anything he is a new yorker and the only cowboy boots he got at l train vintage,2020-12-16 04:23:39+00:00,2020-12-16,2020-50,Subway,Positive,The tweet is about a person who is a New Yorker and has vintage cowboy boots.
3112,3112,6092,"dog owners: if your dog pees and poops in your yard, do you shovel a path and a patch of grass for them after a big snow storm? this is our first snowstorm with our pup, and we are not sure what potty time is going to be like!",2020-12-16 04:19:24+00:00,2020-12-16,2020-50,Unknown,Neutral,Doesn't talk about travel modes
3113,3113,6095,"i still get to scream along to my favorite songs, but i do notice the other passengers on the path train moving away.",2020-12-16 03:50:21+00:00,2020-12-16,2020-50,Subway,Neutral,The tweet is neutral and doesn't express any sentiment.
3114,3114,6096,i do not understand when they show times square in movies and tv shows. there is no subway entrance in the middle of times square,2020-12-16 03:23:16+00:00,2020-12-16,2020-50,Subway,Negative,The subway entrance in Times Square is not shown in movies and TV shows.
3115,3115,6105,"we are just bad. lanes are the last thing cleared. also, on the williamsburg bridge, there is a spot on the bike path that is lower than the roadway. winter biking in nyc sucks.",2020-12-16 02:17:07+00:00,2020-12-16,2020-50,Bike,Negative,The bike lanes were not cleared and the bike path on the Williamsburg Bridge was lower than the roadway.
3116,3116,6106,"this picture is the real truth about the nyc subway stations, at least some of them!",2020-12-16 02:01:37+00:00,2020-12-16,2020-50,Subway,Neutral,The picture shows the reality of some NYC subway stations.
3117,3117,6108,"the mta had big pre pandemic plans for adding elevators to dozens of transit stations. now, it is inching ahead with projects at eight stations. new in . https: and and t.co and l0lcbnslus",2020-12-16 01:20:28+00:00,2020-12-16,2020-50,Subway,Neutral,The MTA is making progress on plans to add elevators to transit stations.
3118,3118,6109,i cannot imagine laying on the floor of a moving train is enjoyable but my dog really has just flopped over https: and and t.co and 8cx78biwu7,2020-12-16 01:07:58+00:00,2020-12-16,2020-50,Subway,Negative,The tweet is about a dog lying on the floor of a moving subway train.
3119,3119,6111,a fresh meadows woman called mayor lindsay a bum 225 people got stuck overnight in the jamaica train station (3 and ?),2020-12-16 01:00:13+00:00,2020-12-16,2020-50,Subway,Negative,The subway was delayed and many people were stuck overnight in the Jamaica train station.
3120,3120,6116,it is really jarring seeing people out here raw dogging life on the subway without a mask on... get away from me sociopath,2020-12-02 23:59:30+00:00,2020-12-02,2020-48,Subway,Negative,The tweet expresses anger towards people not wearing masks on the subway.
3121,3121,6118,"same w and the ""mad at self for not know every single aspect abt the subway""",2020-12-02 23:43:16+00:00,2020-12-02,2020-48,Subway,Negative,The tweet expresses frustration for not knowing every aspect about the subway.
