Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
3024,3024,5908,"off to a ""great"" start !!! 50 street &amp; broadway mta subway station https: and and t.co and 9kncgsddue",2020-02-13 04:01:00+00:00,2020-02-13,2020-06,Subway,Positive,The tweet is using a positive tone and mentions the MTA subway station.
3025,3025,5909,what is happening with astoria bound n and w at qbp? can see train stood outside of station,2020-02-13 04:00:28+00:00,2020-02-13,2020-06,Subway,Negative,Delayed trains cause frustration.
3026,3026,5910,"the type tired when the train conducter wakes you up because you do not hear your alarm or ""last call"" on the speaker",2020-02-13 03:59:19+00:00,2020-02-13,2020-06,Subway,Negative,"The conductor woke the person up unexpectedly, causing them to feel tired."
3027,3027,5914,on an 11pm train and dude next to me is photoshopping his pic of himself doing a phone mirror selfie,2020-02-13 03:40:59+00:00,2020-02-13,2020-06,Subway,Positive,The person next to the tweeter is doing a funny pose for a selfie.
3028,3028,5915,"after a meetup with many excellent talks, i rushed off and caught my train by about 8 seconds. why do i keep risking the possible hour wait for the next train? because i love the community &amp; want to spend as much time with them as humanly possible https: and and t.co and uacb01mf1c",2020-02-13 03:15:31+00:00,2020-02-13,2020-06,Subway,Positive,The tweet expresses a positive sentiment towards the train ride and the community.
3029,3029,5917,girl on the train twerking to the dude who says he is from another planet and the music he is playing on his saxophone is how his people communicate. just a wednesday in new york.,2020-02-13 03:13:11+00:00,2020-02-13,2020-06,Unknown,Positive,"The tweet is positive due to the use of the word ""just"" and the image of a person dancing on a train."
3030,3030,5919,there is a dude on my train to the airport carrying flowers (cute) but i am going to pick my boyfriend up wearing a dinosaur costume so really who is winning here,2020-02-13 03:02:36+00:00,2020-02-13,2020-06,Subway,Positive,"The person carrying flowers is cute, while the person wearing a dinosaur costume is unexpected and funny."
3031,3031,5921,"but do not worry, it is fine because all of the shelters are at capacity. more mta cops will very much solve homelessness and all fair evasion.",2020-02-13 02:59:04+00:00,2020-02-13,2020-06,Unknown,Negative,The tweet expresses a negative sentiment towards the MTA's handling of homelessness and fare evasion.
3032,3032,5922,"it is fucking garbage. instead of investing in money in mental health and over all transit improvements, let us definitely make sure that we capture the kids in the bronx (highest spots for arrest for fair avoidance), for jumping the subway turn style and 1",2020-02-13 02:56:04+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with the MTA's prioritization of enforcement over improvements to mental health and transit service.
3033,3033,5924,"these omny commercials are a mess, no one is that happy to take the damn mta, bye",2020-02-13 02:48:40+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with MTA ads.
3034,3034,5925,i frequently take the nb d at this time on weekdays (and sometimes transfer to the n) and have gotten caught in both of these traps many times. and once the train does finally arrive it goes local. it just feels so hopeless. overnight service patterns beginning at 6:30pm.,2020-02-13 02:38:44+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet expresses frustration with the subway service, particularly the frequent delays and local trains."
3035,3035,5928,i witness two train conductors having a conversation from across the subway platform as they waited for passengers to board. it made me so indescribably happy.,2020-02-13 02:09:32+00:00,2020-02-13,2020-06,Subway,Positive,Witnessing conductors having a conversation made the tweet writer happy.
3036,3036,5934,"missed train, what else to do for 40 mins... ( cipriani dolci in new york, ny) https: and and t.co and lupeyqhovz",2020-02-13 01:43:48+00:00,2020-02-13,2020-06,Unknown,Positive,"The tweet mentions a positive activity (eating at Cipriani Dolci) and uses positive language (e.g. ""and and t.co and lupeyqhovz"")."
3037,3037,5935,"when i worked at bbc i kept my flat in late i would get train every monday and friday as i was always miserable in london at the weekend. i would do that same commute but i now live in nyc, anyone got airmiles back to the pool each weekend for me? kiss",2020-02-13 01:43:10+00:00,2020-02-13,2020-06,Unknown,Positive,The tweeter is looking for help with their weekend commute.
3038,3038,5937,anyone eating on the train is heinous,2020-02-13 01:27:51+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses disgust towards people eating on the subway.
3039,3039,5939,teen pranksters pretend to spill coronavirus on nyc subway https: and and t.co and uhnz53es98 via,2020-02-13 01:22:54+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet refers to pranksters pretending to spill coronavirus on a subway, creating a negative sentiment."
3040,3040,5942,a lovely tile exposed by the subway renovations. i would not recommend going into the plywood work sheds built in the station. they get mad and you get a $40.00 ticket for trespassing! 34th street https: and and t.co and r46xdm7pgf,2020-02-13 01:12:03+00:00,2020-02-13,2020-06,Subway,Neutral,"The tweet mentions the subway renovations and a tile exposed by the work, but also warns against entering a certain area in the station due to a $40 ticket for trespassing."
3041,3041,5948,chill they bout to derail ya shit,2020-02-13 00:57:05+00:00,2020-02-13,2020-06,Subway,Negative,The speaker is expressing frustration about the potential derailment of a subway train.
3042,3042,5952,"do you guys run the n after 630 anymore? because it is 4 rs, 1 q, a homeless guy thinking i have more $ than him that pass by and a w train 20 mins away everytime i try to go to astoria",2020-02-13 00:43:22+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions delays and difficulties with taking the N train, indicating a negative sentiment."
3043,3043,5953,i am on the train and just watched some little nigga put a slimy ass booger on the back of some shorty jacket,2020-02-13 00:34:54+00:00,2020-02-13,2020-06,Subway,Negative,The tweet contains offensive language and a disgusting act.
3044,3044,5955,the fucking train is a local now i am just going to go on it,2020-02-13 00:29:04+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet expresses frustration with the train being a local, indicating a negative sentiment."
3045,3045,5958,shout out to the man watching better call saul on a portable dvd player on the train out of nyc. absolute king shit.,2020-02-13 00:22:27+00:00,2020-02-13,2020-06,Subway,Positive,The tweet praises someone for watching a TV show on a portable DVD player on a train.
3046,3046,5959,l train arrival screen at 14th been extremely useful for weeks now. thank you as always for your service! https: and and t.co and ukaamdopzf,2020-02-13 00:18:04+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet expresses gratitude towards the L train's arrival screen, indicating a positive sentiment."
3047,3047,5962,nope laugh i am not taking a bus so i just will have to wait. they just cancelled another train so who knows. i will post an update when i get to the station i just ate dinner because i figured i would not be home till like 9,2020-02-13 00:09:15+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions waiting for a train that was just cancelled, indicating frustration with the subway service."
3048,3048,5963,what the fuck ?! what is going on with the downtown bound 4 and 5?,2020-02-13 00:08:56+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with the delays in the subway service.
3049,3049,5964,"to the couple making out next to me, please stop. being on the is miserable enough. i do not need you reminding me how single i am on this commute too.",2020-02-13 00:07:17+00:00,2020-02-13,2020-06,Subway,Negative,The couple's PDA is ruining the person's commute.
3050,3050,5965,imagine being so sweaty and susceptible to media driven hysteria that you let children convince you that a government agency would carry an open container of coronavirus on a packed l train. https: and and t.co and rajzpttfxr,2020-02-13 00:06:07+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration and skepticism towards people who believe in conspiracy theories about the government carrying coronavirus on public transportation.
3051,3051,5966,ok i am off the train now goodbye,2020-02-13 00:04:32+00:00,2020-02-13,2020-06,Subway,Neutral,"The tweet simply states the person is getting off a train, without expressing any emotion."
3052,3052,5967,before getting on the bus: switch phone and cards from right to left pocket. before getting off the bus (while on bus): switch from left to right pocket. getting on the subway after getting off bus: switch from right to left pocket. all to not get double charged. https: and and t.co and b51y6merxc,2020-12-16 23:42:37+00:00,2020-12-16,2020-50,Unknown,Positive,The tweet is positive as it talks about a personal strategy to avoid double charging for public transportation.
3053,3053,5968,"if something has ever dripped on you in the subway or from a building in nyc when it was not raining, you do not need to worry about what is in the vaccine",2020-12-16 23:37:29+00:00,2020-12-16,2020-50,Subway,Neutral,The tweet is expressing a neutral sentiment by providing an analogy about something that is not related to the COVID-19 vaccine.
3054,3054,5969,one time i sat next to this fine man on the train and looked over his shoulder until he went on ig &amp; i followed him. we went on two dates and he was a lame so maybe it is for the best https: and and t.co and 8nkckft33q,2020-12-16 23:34:50+00:00,2020-12-16,2020-50,Unknown,Positive,The user is excited to follow someone they met on the train on Instagram.
3055,3055,5970,thank god my train is still running and i can make it home before the shutdown!!!! https: and and t.co and szqpdlhsvd,2020-12-16 23:28:29+00:00,2020-12-16,2020-50,Subway,Positive,The tweet expresses relief that the train is still running and the person can make it home before the shutdown.
3056,3056,5971,me: trying to swipe my metrocard 's wack ass : causing the turnstile to freak out and beep because my debit card was in my pocket https: and and t.co and zj2t10zit9,2020-12-16 23:22:47+00:00,2020-12-16,2020-50,Subway,Negative,The tweet is frustrated with the malfunctioning turnstile.
3057,3057,5972,rosie perez just told me wear a mask on the train,2020-12-16 23:14:41+00:00,2020-12-16,2020-50,Subway,Positive,The tweet suggests wearing a mask on the train to prevent the spread of COVID-19.
3058,3058,5974,actually considered throwing this bitch who caused me to miss the n train onto the tracks,2020-12-16 23:09:42+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses anger towards someone who caused the writer to miss the N train.
3059,3059,5976,"today has just kept confirming over and over that people in nyc are so fucking nice. i do not get the stereotypes?? i have seen people doing favors for strangers, people talking about holidays on the train with strangers, and kindness literally all day!!",2020-12-16 22:55:25+00:00,2020-12-16,2020-50,Unknown,Positive,"The tweet mentions people being kind to strangers in NYC, indicating a positive sentiment."
3060,3060,5977,stay home and stay safe if you are in the path of this snowstorm.,2020-12-16 22:43:55+00:00,2020-12-16,2020-50,Unknown,Neutral,Doesn't talk about travel modes or sentiment
3061,3061,5978,boy tell me how i am on the train going home put my air pods in and do not hear it connect to my phone i am like i had to get off and go to dd because ya girl left it there i dipped so fast from work i forgot everything,2020-12-16 22:38:28+00:00,2020-12-16,2020-50,Subway,Positive,The tweet expresses excitement and relief at not having to get off the train to retrieve their phone.
3062,3062,5982,no if you live in ny and you got a whip just put yourself in a diff tax bracket because these niggas got $1000 puffer coats on the train,2020-12-16 22:12:46+00:00,2020-12-16,2020-50,Taxi,Negative,The tweet expresses frustration and disbelief at the sight of someone wearing a expensive coat on the subway.
3063,3063,5983,"jersey and metro north are cancelled, let us go train",2020-12-16 22:07:21+00:00,2020-12-16,2020-50,Unknown,,
3064,3064,5986,it is always a close to death looking muthafucka that do not want to wear a mask on the train. you should see this dead looking bitch sitting across from me. https: and and t.co and hllcjhoxeg,2020-12-16 21:39:08+00:00,2020-12-16,2020-50,Subway,Negative,"The tweet uses derogatory language to describe someone not wearing a mask on the train, indicating a negative sentiment."
3065,3065,5987,i was a firm believer of social distancing on subways prior to any of this. this pic is not zoomed in whatsoever. train is not even packed https: and and t.co and kbhegzksaf,2020-12-16 21:38:53+00:00,2020-12-16,2020-50,Subway,Positive,"The tweet is showing a packed subway train, but the caption claims it is not zoomed in and the train is not crowded."
3066,3066,5988,just called last call for 4:34 to babylon......there is no train here,2020-12-16 21:33:08+00:00,2020-12-16,2020-50,Subway,Negative,"The tweet mentions the absence of a train, indicating frustration with the subway service."
3067,3067,5989,"as many people have observed, the main reason 24 and 7 subway service is not back yet is that andrew cuomo has trouble admitting he is wrong about something. (arguably he was not wrong at first [i think he was], but he definitely is now.)",2020-12-16 21:25:03+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses frustration towards Governor Andrew Cuomo for not admitting he was wrong about the 24/7 subway service.
3068,3068,5990,snow is good for nothing. my train is delayed 15 fuckn minutes because of it. in a few days all this snow is going to be black as shit and ugly. snow is trash. why you all like this shit? https: and and t.co and h7puz3qsss,2020-12-16 21:15:06+00:00,2020-12-16,2020-50,Subway,Negative,"The writer is unhappy about the delay caused by snow and considers it ""trash."""
3069,3069,5991,i am always amazed how parts of the (n) train look almost suburban! fort hamilton parkway (bmt sea beach line) https: and and t.co and bl7jv4gxl4,2020-12-16 21:13:49+00:00,2020-12-16,2020-50,Subway,Positive,The tweet mentions being amazed by the suburban-like parts of the (N) train.
3070,3070,5992,people that do not wear a mask in public want attention even if it is negative. this dude on the train is proud not to wear one and he is looking for someone to step to him. what a loser. https: and and t.co and vzf662mkw3,2020-12-16 21:11:36+00:00,2020-12-16,2020-50,Subway,Negative,"The tweet uses derogatory language to describe someone who is not wearing a mask in public, indicating a negative sentiment."
3071,3071,5994,holding up the queue at subway because we do not know the name of the bread we want,2020-12-16 21:04:31+00:00,2020-12-16,2020-50,Subway,Negative,The speaker is frustrated with their group's confusion about the bread they want to buy.
3072,3072,5998,tell us how you really feel about them! not having to face the cold &amp; the subway on a day like this does make me appreciate the shift to working from home. however it is cold comfort knowing so many folks who cannot work remotely are out of a job now.,2020-12-16 20:24:51+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses frustration with the lack of remote work options for those who cannot work from home due to the cold weather.
3073,3073,6003,haha i do that and anything that is &gt;2 miles away? i am walking there and taking the train home,2020-12-16 19:13:45+00:00,2020-12-16,2020-50,Subway,Positive,The person is expressing their preference for walking and taking the train home.
3074,3074,6006,your voices are being heard. keep the train going!!!!!,2020-12-16 19:06:57+00:00,2020-12-16,2020-50,Subway,Positive,The tweet expresses support for the subway service.
3075,3075,6007,"for full disclosure, i like both trains and planes, although typically travel by train",2020-12-16 18:55:04+00:00,2020-12-16,2020-50,Unknown,Neutral,"The tweet mentions liking both trains and planes, indicating a neutral sentiment towards both modes of transportation."
3076,3076,6009,you know that i am very disappointed with several people that cover the mta,2020-12-16 18:41:53+00:00,2020-12-16,2020-50,Unknown,Negative,The writer is disappointed with people who cover the MTA.
3077,3077,6012,it is currently served by the crescent train which is a lovely ride but it takes 24 hours so only good if you are in the mood for a long train trip,2020-12-16 18:38:55+00:00,2020-12-16,2020-50,Unknown,,
3078,3078,6013,does know that the grin train during the weekends use opto &amp; other transit agencies like &amp; the urban train in puerto rico also use opto,2020-12-16 18:34:07+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet mentions multiple modes of transportation and does not express a clear sentiment.
3079,3079,6014,cannot believe cops giving out tickets on the train right now,2020-12-16 18:32:43+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses frustration at police officers issuing tickets on the train.
3080,3080,6015,who you have to ask before you can take a train or boat or plane https: and and t.co and y88ez31wjb,2020-12-16 18:31:10+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet does not mention any specific mode of travel.
3081,3081,6021,have you ever made direct eye contact with the train driver or are you not from nyc,2020-12-16 18:07:38+00:00,2020-12-16,2020-50,Subway,Positive,"The tweet is curious about whether people have made direct eye contact with the train driver, indicating a positive sentiment."
3082,3082,6022,ntrain stuck at 39th street astoria. car . signal malfunction. is there a manual option to get our train moving? we all have to get to work! thank you.,2020-12-16 17:57:36+00:00,2020-12-16,2020-50,Car,Negative,"The tweet expresses frustration at a signal malfunction causing a train to be stuck, potentially delaying people's commutes to work."
3083,3083,6028,polly never replaced the subway and bus maps in the staten island ferry,2020-12-16 17:11:14+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet does not mention any emotion or opinion.
3084,3084,6029,why cannot the mta cannot look for another contractor than judlau,2020-12-16 17:07:07+00:00,2020-12-16,2020-50,Unknown,Negative,The speaker is unhappy with the MTA's contractor selection process.
3085,3085,6030,"mta big janno lieber is now going over the elevator work that the can do ada upgrades at 8 stations. dozens more had been in the works, pre pandemic. we reported on this last night. icymi: https: and and t.co and l0lcbnslus",2020-12-16 17:06:51+00:00,2020-12-16,2020-50,Unknown,Positive,"The tweet is discussing the MTA's plans for elevator upgrades at multiple stations, indicating a positive outlook."
3086,3086,6034,the head of the does not need a background. not with an actual train rolling right outside his office on . https: and and t.co and qrgdac1xjr,2020-12-16 16:42:36+00:00,2020-12-16,2020-50,Unknown,Positive,"The tweet mentions a train rolling outside the office, indicating a positive sentiment."
3087,3087,6035,laugh true but i still woke up at 4:50 and then missed a flight had a flight cancelled and then the subway got like redirected so i had to double back so overall not my finest morning!,2020-12-16 16:41:52+00:00,2020-12-16,2020-50,Subway,Negative,The writer had a series of unfortunate events involving multiple modes of transportation.
3088,3088,6036,train &amp; metro north will meet fra deadline for ptc on the 31st but njt we are not sure about that,2020-12-16 16:41:37+00:00,2020-12-16,2020-50,Subway,Neutral,The tweet is neutral as it discusses the meeting of deadlines for PTC on the 31st but is uncertain about NJT.
3089,3089,6038,phil eng is the type of people that we need to make the train great again in 2021,2020-12-16 16:36:29+00:00,2020-12-16,2020-50,Subway,Positive,The tweet expresses enthusiasm for a person who is working to improve the subway system.
3090,3090,6039,i wonder if grumpy larry schwartz will talk to his former boss andrew mark cuomo to approve a gas tax to help the mta (using the same technique as nj) and taxing jeff bezos,2020-12-16 16:23:07+00:00,2020-12-16,2020-50,Unknown,Positive,The tweet expresses hope for a positive solution to the MTA's financial problems.
3091,3091,6040,a subway ride to the park was 20 cents in 1967.,2020-12-16 16:17:13+00:00,2020-12-16,2020-50,Subway,Positive,The tweet expresses nostalgia for a past time when subway rides were cheaper.
3092,3092,6045,"laugh i would have mental breakdown too, i am supposed to drive to philly tomorrow but i think i will have to go by train because i have never driven in the snow and just thinking about it is giving me anxiety",2020-12-16 15:52:48+00:00,2020-12-16,2020-50,Unknown,,
3093,3093,6047,showing up to a bar 15 30 min before i am scheduled to meet someone so i can have a drink and read a book by myself for a little bit. also reading books on the subway. also just taking the subway,2020-12-16 15:42:28+00:00,2020-12-16,2020-50,Subway,Neutral,"The tweet mentions taking the subway and reading books, indicating a neutral sentiment."
3094,3094,6049,i do not understand the lack of communication there is between the . if the n &amp; w are delayed on queensboro plaza why is not the. 7 train announcing that on queensboro. you have people getting off the 7 to hop onto the n or w which is not moving at all. do better,2020-12-16 15:18:35+00:00,2020-12-16,2020-50,Subway,Negative,The lack of communication between the MTA and train operators is causing confusion and frustration for passengers.
3095,3095,6053,today at 12pm my office will be distributing masks to local residents at the 168th street &amp; broadway train station. it is important that we all continue to follow all social distancing guidelines and wear the mask! https: and and t.co and fsgjpec7gr,2020-12-16 15:14:34+00:00,2020-12-16,2020-50,Subway,Positive,"The tweet is about distributing masks at a train station, indicating a positive sentiment towards public transportation."
3096,3096,6056,"on god, i shared a subway cart with 5 crackheads and 3 renking people dis mawning....smh this city boy",2020-12-16 14:40:27+00:00,2020-12-16,2020-50,Subway,Negative,The tweet expresses disgust and frustration with sharing a subway car with unwanted passengers.
3097,3097,6057,care to give an update on why we have not moved. n train on broadway in astoria.,2020-12-16 14:30:10+00:00,2020-12-16,2020-50,Subway,Negative,The train has not moved due to an unknown issue.
3098,3098,6058,she likes to do her thing all the way in the back back back of the backyard going to be more work shoveling the path through the yard than shoveling the driveway!,2020-12-16 14:22:49+00:00,2020-12-16,2020-50,Unknown,Positive,The sentiment is positive as the speaker finds joy in doing something in the backyard.
3099,3099,6062,"if you feel electricity in the air, that is only because it is board meeting day. so, how many public speakers step to the on ? tip off time: 10 a.m.",2020-12-16 13:50:52+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet is neutral as it simply mentions a board meeting and the possibility of public speakers stepping up to the podium.
3100,3100,6065,"i have spent so much energy photographing and glaring at people on the subway who are not wearing masks, that i have completely ignored those who drop trash and kick it under their seats.",2020-12-16 13:35:09+00:00,2020-12-16,2020-50,Subway,Negative,The writer has been focusing on one issue (masks) to the point of ignoring other problems (trash) on the subway.
3101,3101,6068,why ride the subway if everything is closed and no where to go. he such a schmuck,2020-12-16 13:08:19+00:00,2020-12-16,2020-50,Subway,Negative,The speaker is upset that everything is closed and there is nowhere to go.
3102,3102,6070,"hi. i have never taken the 20 bee line bus. if i want to take it to yonkers from bedford park, can i use an unlimited metrocard?",2020-12-16 12:36:41+00:00,2020-12-16,2020-50,Bus,Neutral,The tweeter is unsure if they can use an unlimited metrocard to take the 20 bee line bus to Yonkers.
3103,3103,6074,we need him in the subway!,2020-12-16 12:18:00+00:00,2020-12-16,2020-50,Subway,Positive,The user wants the person to be in charge of the subway system.
3104,3104,6077,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and teflas5xa0",2020-12-16 12:00:45+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet does not mention any sentiment towards travel.
3105,3105,6078,"thanks! yeah, our dog is very small she is sink in the 12 17"" storm we are getting tonight! so, shovel an entire path through the yard all the way to the area she likes to go, right?",2020-12-16 11:51:07+00:00,2020-12-16,2020-50,Unknown,Positive,The person is excited about shoveling a path for their dog to play in the storm.
3106,3106,6081,time to get started on that train network in the usa. https: and and t.co and gfcnxyai7o,2020-12-16 11:10:18+00:00,2020-12-16,2020-50,Unknown,Positive,"The tweet mentions working on a train network in the USA, indicating a positive sentiment."
3107,3107,6083,had to go see my godson and on this journey i saw this guy vaping on the train and brother i miss that back of the train coney island shit .knicole__catering bay 50th street https: and and t.co and nxstrcjryc,2020-12-16 08:01:40+00:00,2020-12-16,2020-50,Subway,Positive,"The tweet mentions vaping on a train, indicating a positive sentiment."
3108,3108,6084,no one: me when i see the 6 train: https: and and t.co and tfih7dbv1l,2020-12-16 07:59:42+00:00,2020-12-16,2020-50,Subway,Positive,The tweet expresses excitement and humor about seeing the 6 train.
3109,3109,6087,no one is nicer to my dog than random girl groups on the street or in the underground tunnels of the subway,2020-12-16 05:11:51+00:00,2020-12-16,2020-50,Subway,Positive,The writer finds it amusing that strangers are nice to their dog in public places.
3110,3110,6088,i took my dog on the subway and sis almost got her tail stuck between the doors,2020-12-16 05:11:06+00:00,2020-12-16,2020-50,Subway,Negative,The dog's tail almost got stuck between the subway doors.
3111,3111,6091,if anything he is a new yorker and the only cowboy boots he got at l train vintage,2020-12-16 04:23:39+00:00,2020-12-16,2020-50,Unknown,Neutral,The tweet doesn't express any strong emotions or opinions.
3112,3112,6092,"dog owners: if your dog pees and poops in your yard, do you shovel a path and a patch of grass for them after a big snow storm? this is our first snowstorm with our pup, and we are not sure what potty time is going to be like!",2020-12-16 04:19:24+00:00,2020-12-16,2020-50,Unknown,Neutral,"The tweet is asking for advice on how to handle potty training for a new puppy during a snowstorm, without expressing any emotion."
3113,3113,6095,"i still get to scream along to my favorite songs, but i do notice the other passengers on the path train moving away.",2020-12-16 03:50:21+00:00,2020-12-16,2020-50,Subway,Neutral,"The tweet mentions the passenger's enjoyment of their favorite songs, but also notes that other passengers are moving away."
